,user_id,item_id,time_stamp,action_type
37517380,5,36671,812,2
37517381,5,638096,608,0
37517382,5,608561,608,0
37517383,5,735739,902,0
37517384,5,924142,902,0
37517385,5,728354,520,0
37517386,5,568450,520,0
37517387,5,34953,802,0
37517388,5,23255,814,0
37517389,5,561825,603,0
37517390,5,511956,519,3
37517391,5,754044,520,2
37517392,5,1011255,520,0
37517393,5,741215,520,0
37517394,5,362905,520,0
37517395,5,392959,520,0
37517396,5,754044,520,0
37517397,5,1071344,520,0
37517398,5,953268,1022,0
37517399,5,272004,1022,0
37517400,5,550323,831,0
37517401,5,285415,814,0
37517402,5,953268,1022,0
37517403,5,1011255,520,0
37517404,5,1011255,520,2
37517405,5,735739,818,0
37517406,5,1011255,520,0
37517407,5,836303,814,0
37517408,5,737757,520,0
37517409,5,1056039,520,0
37517410,5,862763,1028,0
37517411,5,189427,1028,0
37517412,5,862763,1028,0
37517413,5,954221,1028,0
37517414,5,666157,1028,0
37517415,5,722537,1028,0
37517416,5,36671,813,0
37517417,5,735739,813,3
37517418,5,13451,813,3
37517419,5,735739,813,0
37517420,5,719844,1028,0
37517421,5,862763,1028,0
37517422,5,289442,1028,0
37517423,5,815566,1028,0
37517424,5,855939,1016,0
37517425,5,815566,1028,2
37517426,5,289442,1028,2
37517427,5,735739,813,0
37517428,5,324627,813,0
37517429,5,289442,1028,0
37517430,5,815566,1028,0
37517431,5,13451,813,0
37517432,5,954221,1028,0
37517433,5,34953,629,0
37517434,5,1011255,629,0
37517435,5,34953,629,3
37517436,5,964440,629,0
37517437,5,1011255,629,0
37517438,5,13451,813,0
37517439,5,862763,1028,2
37517440,5,722537,1028,3
37517441,5,862763,1028,0
37517442,5,1011255,629,0
37517443,5,339269,1028,0
37517444,5,289442,1028,0
37517445,5,815566,1028,0
37517446,5,862763,1028,0
37517447,5,289442,1028,0
37517448,5,1081046,903,0
48481925,6,545788,921,0
48481926,6,928874,921,2
48481927,6,928874,921,0
48481928,6,206008,921,0
48481929,6,1031318,725,0
48481930,6,678347,1028,0
48481931,6,899607,1104,0
48481932,6,424108,725,0
48481933,6,1031318,725,3
48481934,6,361786,725,0
48481935,6,917668,904,0
48481936,6,493236,904,0
48481937,6,1098506,904,0
48481938,6,243167,904,0
48481939,6,144360,1021,0
48481940,6,398345,701,0
48481941,6,478398,701,0
48481942,6,478398,701,3
48481943,6,928874,921,0
48481944,6,1078471,701,0
48481945,6,541376,701,0
48481946,6,234474,701,0
48481947,6,478398,701,0
48481948,6,802604,1008,0
48481949,6,802604,1008,0
48481950,6,802604,1008,0
48481951,6,802604,1008,2
48481952,6,354548,1016,0
48481953,6,834630,1016,0
48481954,6,813622,717,0
48481955,6,928874,921,0
48481956,6,813622,717,3
48481957,6,917668,904,0
48481958,6,1098506,904,0
48481959,6,1064474,904,0
48481960,6,499891,1021,3
48481961,6,499891,1021,0
48481962,6,522025,914,0
48481963,6,230053,831,0
48481964,6,771273,914,0
48481965,6,138290,914,0
48481966,6,982362,914,0
48481967,6,1081822,831,0
48481968,6,388859,1010,0
48481969,6,785020,909,0
48481970,6,9105,909,0
48481971,6,182294,909,0
48481972,6,323078,909,0
48481973,6,364051,914,0
48481974,6,887249,914,0
48481975,6,926890,914,0
48481976,6,237487,914,0
48481977,6,556343,914,0
48481978,6,96611,914,3
48481979,6,910562,731,0
48481980,6,459758,731,0
48481981,6,619735,731,3
48481982,6,558582,914,0
48481983,6,666984,731,0
48481984,6,854985,731,2
48481985,6,9105,909,0
48481986,6,785020,909,0
48481987,6,96611,914,0
48481988,6,785020,909,0
48481989,6,986206,914,0
48481990,6,11836,731,0
48481991,6,785020,909,0
48481992,6,705340,706,0
48481993,6,156681,914,0
48481994,6,547903,814,0
48481995,6,854985,731,0
48481996,6,619735,731,0
48481997,6,854985,731,0
48481998,6,99555,731,0
48481999,6,714944,914,0
48482000,6,818400,914,0
48482001,6,244089,914,0
48482002,6,851811,814,0
48482003,6,1251,914,0
48482004,6,627929,914,0
48482005,6,1080015,814,0
48482006,6,854985,731,0
48482007,6,198461,914,0
48482008,6,765473,731,0
48482009,6,625222,914,0
48482010,6,118075,1109,0
48482011,6,585747,914,0
48482012,6,331763,909,0
48482013,6,1048456,914,0
48482014,6,188501,914,0
48482015,6,619735,731,0
48482016,6,673147,731,0
48482017,6,666984,731,0
48482018,6,132214,731,0
48482019,6,219943,1109,0
48482020,6,244089,914,0
48482021,6,649969,914,0
48482022,6,834203,831,0
48482023,6,757624,731,0
48482024,6,372969,914,0
48482025,6,919224,914,0
48482026,6,785020,909,2
48482027,6,1020458,826,0
48482028,6,785020,909,0
48482029,6,1073189,1014,0
48482030,6,742457,1014,0
48482031,6,372969,914,0
48482032,6,336265,914,0
48482033,6,980724,914,0
48482034,6,1061874,913,0
48482035,6,1031318,726,2
48482036,6,885819,523,0
48482037,6,733224,523,0
48482038,6,85288,523,3
48482039,6,885819,523,0
48482040,6,85288,523,0
48482041,6,1090751,913,0
48482042,6,456186,913,0
48482043,6,1031318,726,0
48482044,6,1031318,726,2
48482045,6,548263,726,0
48482046,6,286040,913,0
48482047,6,1090751,913,0
48482048,6,1031318,726,0
48482049,6,1031318,726,0
48482050,6,368994,930,0
48482051,6,766387,930,0
48482052,6,672858,710,0
48482053,6,58278,710,0
48482054,6,571836,710,0
48482055,6,661961,817,3
48482056,6,672771,1030,0
48482057,6,1088807,1101,0
48482058,6,1069647,1108,0
48482059,6,183724,1108,0
48482060,6,181995,1108,0
48482061,6,790286,1108,0
48482062,6,183724,1108,0
48482063,6,681751,1108,0
48482064,6,313717,1108,0
48482065,6,551410,1108,0
48482066,6,219943,1108,3
48482067,6,681751,1108,0
48482068,6,883145,1108,0
48482069,6,583413,1108,0
48482070,6,1069647,1108,0
48482071,6,440213,1108,0
48482072,6,183724,1108,2
48482073,6,219943,1108,0
48482074,6,708036,1108,0
48482075,6,1088220,822,0
48482076,6,456186,913,0
48482077,6,837210,612,3
48482078,6,870081,923,0
48482079,6,348105,1019,3
48482080,6,705932,728,0
48482081,6,688472,1019,0
48482082,6,1106155,513,3
48482083,6,705932,728,0
48482084,6,177403,728,0
48482085,6,753446,1106,0
48482086,6,923040,1106,0
48482087,6,60983,1106,0
48482088,6,86431,1106,0
48482089,6,455673,1106,0
48482090,6,672858,608,2
48482091,6,880891,728,0
48482092,6,861521,1019,0
48482093,6,58278,608,0
48482094,6,58278,608,0
48482095,6,58278,608,0
48482096,6,869886,608,0
48482097,6,58278,608,0
48482098,6,672858,608,0
48482099,6,189809,608,0
48482100,6,423078,1020,0
48482101,6,1099256,827,0
48482102,6,672858,608,0
48482103,6,963689,1019,0
48482104,6,672858,608,0
48482105,6,388859,1011,0
48482106,6,348105,1019,0
48482107,6,455673,1106,0
48482108,6,501899,1106,0
48482109,6,35533,1106,0
48482110,6,672858,608,0
48482111,6,844216,1011,0
48482112,6,672858,608,0
48482113,6,247713,1011,0
48482114,6,1077764,815,0
48482115,6,505142,612,0
48482116,6,58278,608,2
48482117,6,831737,608,0
48482118,6,1019148,1020,0
48482119,6,348105,1019,0
48482120,6,349699,1011,0
48482121,6,643984,1019,0
48482122,6,559647,1111,2
48482123,6,717659,1111,0
48482124,6,941939,819,0
48482125,6,845829,906,0
48482126,6,433728,906,0
48482127,6,845829,906,0
48482128,6,845829,906,2
48482129,6,845829,906,2
48482130,6,403784,915,0
48482131,6,403784,915,0
48482132,6,845829,906,2
48482133,6,231318,906,0
48482134,6,388354,628,3
48482135,6,477335,906,0
48482136,6,342819,906,0
48482137,6,607032,906,0
48482138,6,897945,906,0
48482139,6,980209,906,0
48482140,6,845829,906,0
48482141,6,619735,1003,0
48482142,6,740114,620,2
48482143,6,740114,620,0
48482144,6,740114,620,0
48482145,6,740114,620,0
48482146,6,559647,1031,0
48482147,6,678347,1031,0
48482148,6,292274,807,0
48482149,6,679031,1015,0
48482150,6,465338,1015,0
48482151,6,1076816,903,0
48482152,6,1052923,903,0
48482153,6,654046,903,0
48482154,6,826181,903,0
48482155,6,564584,903,0
48482156,6,345287,903,0
48482157,6,40945,903,0
48482158,6,429422,903,0
48482159,6,345287,903,0
48482160,6,384041,903,0
48482161,6,345287,903,3
48482162,6,805723,903,0
48482163,6,1066261,703,2
48482164,6,348105,1111,0
48482165,6,219943,1111,0
48482166,6,559647,1111,0
48482167,6,681751,1111,0
48482168,6,348105,1111,2
48482169,6,219943,1111,0
48482170,6,559647,1024,3
48482171,6,348105,1107,0
48482172,6,802604,912,2
48482173,6,478398,701,0
33461640,7,110873,718,0
33461641,7,456854,1111,2
33461642,7,838713,1111,2
33461643,7,821639,1111,2
33461644,7,855267,1111,2
33461645,7,167722,1111,2
33461646,7,130621,1111,2
33461647,7,865925,1111,2
33461648,7,639660,609,0
33461649,7,656340,609,0
33461650,7,454534,627,0
33461651,7,480307,1110,2
33461652,7,639660,625,0
33461653,7,838488,718,0
23899784,8,661537,916,0
23899785,8,599824,617,2
23899786,8,37152,617,0
23899787,8,599824,617,0
23899788,8,17310,522,3
23899789,8,1086402,713,0
23899790,8,599824,617,0
23899791,8,37152,617,2
23899792,8,37152,617,0
23899793,8,599824,617,0
23899794,8,618102,803,0
23899795,8,77583,803,0
23899796,8,699167,815,0
23899797,8,153623,815,2
23899798,8,574711,815,0
23899799,8,77583,803,0
23899800,8,843827,704,0
23899801,8,574711,815,0
23899802,8,1004098,704,0
23899803,8,574711,815,2
23899804,8,385164,803,0
23899805,8,376634,815,2
23899806,8,843827,704,0
23899807,8,528208,815,2
23899808,8,480136,803,0
23899809,8,574711,1011,0
23899810,8,574711,815,2
23899811,8,77583,803,0
23899812,8,780160,726,0
23899813,8,72054,726,2
23899814,8,15790,726,0
23899815,8,959032,814,2
23899816,8,798139,814,2
23899817,8,407772,814,2
23899818,8,445702,814,3
23899819,8,670782,1009,0
23899820,8,179081,1009,0
23899821,8,376634,726,0
23899822,8,574711,1010,0
23899823,8,574711,1010,0
23899824,8,557918,814,3
23899825,8,1104628,1009,0
23899826,8,574711,1010,2
23899827,8,219183,726,0
23899828,8,574711,1010,2
23899829,8,574711,1010,0
23899830,8,1104628,1010,0
23899831,8,528208,726,0
23899832,8,491102,726,2
23899833,8,219183,726,2
23899834,8,376634,726,2
23899835,8,153623,726,0
23899836,8,491102,726,0
23899837,8,72054,726,0
23899838,8,137240,721,0
23899839,8,580198,721,0
23899840,8,241738,1111,0
23899841,8,241738,1111,3
23899842,8,241738,1111,0
23899843,8,241738,1111,2
23899844,8,241738,1111,0
23899845,8,233190,517,3
23899846,8,951634,517,2
23899847,8,63800,517,3
23899848,8,241738,1111,0
23899849,8,1106243,517,3
23899850,8,660048,1024,0
23899851,8,660048,1024,2
23899852,8,57949,817,0
23899853,8,959032,817,0
23899854,8,798139,817,0
23899855,8,798139,817,0
23899856,8,843827,705,0
23899857,8,289635,705,0
23899858,8,486733,817,0
23899859,8,400579,817,0
23899860,8,959032,817,0
23899861,8,798139,817,0
23899862,8,574711,902,2
23899863,8,574711,811,0
23899864,8,574711,902,2
23899865,8,574711,902,2
23899866,8,767360,615,0
23899867,8,138947,1031,0
23899868,8,213362,811,0
23899869,8,189781,1031,0
23899870,8,574711,811,0
23899871,8,756110,918,0
23899872,8,574711,811,2
23899873,8,574711,902,0
23899874,8,599824,617,0
18998542,9,330795,709,0
18998543,9,330795,709,0
18998544,9,330795,709,0
18998545,9,330795,709,0
18998546,9,330795,709,0
18998547,9,330795,709,0
18998548,9,330795,709,0
18998549,9,330795,709,0
18998550,9,368854,929,3
18998551,9,112877,1005,3
18998552,9,112877,1005,0
18998553,9,330795,710,2
18998554,9,330795,709,0
18998555,9,330795,710,0
18998556,9,330795,710,0
18998557,9,330795,709,0
18998558,9,367800,1108,0
18998559,9,88185,1108,0
18998560,9,88185,1108,0
18998561,9,330795,709,0
18998562,9,330795,709,0
18998563,9,330795,709,0
18998564,9,330795,709,0
18998565,9,351283,1102,0
18998566,9,473238,1102,0
18998567,9,684000,516,3
18998568,9,979633,1102,0
18998569,9,351283,1102,0
18998570,9,272654,1102,0
18998571,9,272654,1102,0
18998572,9,473238,1102,0
18998573,9,351283,1102,0
18998574,9,840975,1102,0
18998575,9,854261,1102,0
18998576,9,155414,1102,0
18998577,9,473238,1102,0
18998578,9,155414,1102,0
18998579,9,74916,1102,0
18998580,9,155414,1102,0
18998581,9,854261,1102,0
18998582,9,822768,1104,0
18998583,9,75877,1104,0
18998584,9,155414,1104,0
18998585,9,590319,1104,0
18998586,9,788615,1104,0
18998587,9,496664,1104,0
18998588,9,788615,1104,0
18998589,9,732075,705,0
18998590,9,496664,1104,0
18998591,9,1018914,1107,0
18998592,9,1018914,1107,0
18998593,9,1057583,1107,0
18998594,9,88185,1111,0
18998595,9,367800,1111,2
18998596,9,351283,1111,0
18998597,9,498597,1111,0
18998598,9,351283,1111,2
18998599,9,223008,604,0
18998600,9,204951,604,0
18998601,9,1014801,604,0
18998602,9,209821,816,0
18998603,9,351283,1111,0
18998604,9,367800,1111,0
18998605,9,980508,613,0
18998606,9,491841,613,0
18998607,9,586561,613,0
18998608,9,851378,613,0
18998609,9,223008,613,0
18998610,9,457542,613,0
18998611,9,88185,1107,0
18998612,9,386435,1107,0
18998613,9,386435,1107,0
18998614,9,1018914,1107,3
18998615,9,367800,1107,0
18998616,9,1022438,1014,2
18998617,9,781294,814,0
18998618,9,473238,1009,0
18998619,9,496664,1110,0
18998620,9,160765,1009,0
18998621,9,351283,1110,0
18998622,9,170399,814,0
18998623,9,1050049,1009,0
18998624,9,169144,904,0
18998625,9,900251,1016,0
18998626,9,735824,1016,0
18998627,9,1022438,1016,0
18998628,9,330795,709,0
32529252,10,415277,1007,0
32529253,10,115774,1007,2
32529254,10,118356,1007,0
32529255,10,819701,1007,0
32529256,10,1064602,1007,0
32529257,10,345240,1007,0
32529258,10,115774,1007,0
32529259,10,668220,1007,0
32529260,10,819701,1007,0
32529261,10,227493,1111,0
32529262,10,227493,1111,2
32529263,10,414508,1111,0
32529264,10,616522,1111,0
32529265,10,592775,1111,2
32529266,10,668220,1007,3
32529267,10,668220,1007,2
32529268,10,115774,1007,0
32529269,10,158505,1111,0
32529270,10,592775,1111,0
32529271,10,592775,1111,0
32529272,10,592775,1111,0
32529273,10,2983,1111,0
32529274,10,819701,1007,2
32529275,10,791408,1007,0
32529276,10,819701,1007,0
32529277,10,610761,1103,0
32529278,10,819701,1007,2
32529279,10,847207,1007,0
32529280,10,912944,1007,0
32529281,10,1064602,1007,0
32529282,10,592775,1111,0
32529283,10,668220,1007,0
32529284,10,527924,1007,0
32529285,10,668220,1007,2
32529286,10,751709,1007,0
32529287,10,923675,627,0
32529288,10,805778,627,0
32529289,10,144893,623,0
32529290,10,307228,627,0
32529291,10,266093,627,0
32529292,10,265697,627,0
32529293,10,268226,627,0
32529294,10,509195,619,0
32529295,10,839734,619,0
32529296,10,130585,619,0
32529297,10,1061654,624,0
32529298,10,130585,624,0
32529299,10,607582,624,0
32529300,10,592775,1102,0
32529301,10,144893,619,0
32529302,10,59051,619,0
32529303,10,130585,619,0
32529304,10,130585,619,0
32529305,10,130585,619,0
32529306,10,434289,1108,0
32529307,10,634497,901,0
32529308,10,665615,821,0
32529309,10,1002410,901,0
32529310,10,665615,821,0
32529311,10,961173,1101,0
32529312,10,281164,1101,0
32529313,10,266090,1101,0
32529314,10,592775,1101,0
32529315,10,819701,1007,0
31960335,11,1077268,624,0
31960336,11,9546,624,0
31960337,11,263797,624,0
31960338,11,327753,1011,0
31960339,11,733599,1023,0
31960340,11,448197,1015,0
31960341,11,944910,1111,0
31960342,11,661614,1111,0
31960343,11,390947,1111,0
31960344,11,453467,1111,0
31960345,11,531169,1111,0
31960346,11,702595,1111,0
31960347,11,702595,1111,2
31960348,11,737655,1111,2
31960349,11,618761,1111,0
31960350,11,618761,1111,0
31960351,11,806350,621,0
31960352,11,263797,621,0
31960353,11,742571,621,0
31960354,11,164476,621,0
31960355,11,827930,523,0
31960356,11,637151,1025,0
31960357,11,932821,731,0
31960358,11,64066,731,2
31960359,11,932644,1025,0
31960360,11,637151,1025,0
31960361,11,580913,1031,0
31960362,11,465900,918,0
31960363,11,1061509,1102,0
31960364,11,94609,1102,0
31960365,11,531169,1031,0
31960366,11,197721,923,2
33799770,12,648008,617,0
33799771,12,648008,617,0
33799772,12,648008,617,3
33799773,12,874433,806,0
33799774,12,427739,1110,0
33799775,12,1041525,806,0
33799776,12,254062,806,0
33799777,12,149829,806,0
33799778,12,966531,1110,0
33799779,12,840287,1110,0
33799780,12,966531,1110,0
33799781,12,418423,531,0
33799782,12,771426,828,0
33799783,12,725820,1111,2
33799784,12,411057,1111,0
33799785,12,961923,1111,2
33799786,12,336911,524,0
33799787,12,48753,524,0
33799788,12,776136,524,0
33799789,12,136869,524,0
33799790,12,115854,1111,2
33799791,12,136869,524,0
33799792,12,565146,524,0
33799793,12,725820,1111,0
33799794,12,334178,524,0
33799795,12,336911,524,0
33799796,12,233870,524,0
33799797,12,679494,524,0
33799798,12,679494,524,0
33799799,12,422747,524,0
33799800,12,679494,524,0
33799801,12,328403,524,0
33799802,12,115854,1111,0
33799803,12,136869,524,0
33799804,12,398264,1111,0
33799805,12,961923,1111,0
33799806,12,330871,1111,0
33799807,12,686092,1111,0
33799808,12,595777,1111,0
33799809,12,280969,1111,0
33799810,12,955109,1111,0
33799811,12,411057,1111,2
33799812,12,115854,1111,3
33799813,12,411057,1111,0
33799814,12,1051054,1111,0
33799815,12,654704,1111,0
33799816,12,35833,1111,3
33799817,12,450382,1111,0
33799818,12,47142,1111,0
33799819,12,679494,524,0
33799820,12,115854,1111,0
33799821,12,679494,524,3
33799822,12,280969,1111,0
33799823,12,595777,1111,0
33799824,12,654704,1111,0
33799825,12,725820,1111,0
33799826,12,955109,1111,0
33799827,12,913989,1111,0
33799828,12,961923,1111,0
33799829,12,12808,1111,0
33799830,12,115854,1111,0
33799831,12,714073,1111,0
33799832,12,115854,1111,0
33799833,12,428343,1111,0
33799834,12,422724,524,0
33799835,12,328403,524,0
33799836,12,679494,526,0
23352907,13,994003,1111,0
23352908,13,174742,1111,0
23352909,13,188928,1111,0
23352910,13,663421,1111,0
23352911,13,230279,1111,0
23352912,13,218580,1111,0
23352913,13,528849,1111,0
23352914,13,654894,1111,0
23352915,13,218580,1111,0
23352916,13,204070,1111,0
23352917,13,151678,1111,0
23352918,13,185075,1111,0
23352919,13,663421,1111,2
23352920,13,1061960,1111,0
23352921,13,856368,1111,0
23352922,13,48664,1111,0
23352923,13,854354,1111,0
23352924,13,181873,806,0
23352925,13,181873,806,2
23352926,13,663421,1030,0
23352927,13,48664,1111,0
32914052,14,744726,614,0
32914053,14,1101210,614,0
32914054,14,1101210,614,0
32914055,14,374661,614,0
32914056,14,744726,614,2
32914057,14,80042,614,0
32914058,14,408319,614,0
32914059,14,568029,829,0
32914060,14,731785,829,0
32914061,14,1098779,829,0
32914062,14,1015357,830,0
32914063,14,690300,830,0
32914064,14,916727,830,0
32914065,14,629374,830,0
32914066,14,162645,830,0
32914067,14,944866,622,0
32914068,14,237165,622,0
32914069,14,622790,609,0
